Boston Celtics,Brooklyn Nets,Atlanta Hawks,Washington Wizards,Charlotte Hornets,Orlando Magic,Miami Heat,Golden State Warriors,Los Angeles Clippers,Sacremento Kings,Phoenix Suns,Los Angeles Lakers,San Antonio Spurs,Memphis Grizzlies,Houston Rockets,Dallas Mavericks,New Orleans Pelicans,Utah Jazz,Portland Trail Blazers,Oklahoma City Thunder,Minnesota Timberwolves,Denver Nuggets,Philadelphia 76ers,Toronto Raptors,New York Knicks,Cleveland Cavaliers,Detroit Pistons,Indiana Pacers,Milwaukee Bucks,Chicago Bulls
Craig Brackins,Philadelphia 76ers,2.7,1.3,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Craig Smith,Los Angeles Clippers,5.4,2.4,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Augustin,Charlotte Hornets,14.4,2.7,6.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DJ Mbenga,New Orleans Pelicans,1.4,2.1,0.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DJ White,Charlotte Hornets,5.7,3.4,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DaJuan Summers,Detroit Pistons,3.4,0.5,0.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Daequan Cook,Oklahoma City Thunder,5.6,1.7,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dahntay Jones,Indiana Pacers,6.3,1.4,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Damien Wilkins,Atlanta Hawks,3.5,1.7,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Damion James,Brooklyn Nets,4.4,3.4,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dan Gadzuric,Brooklyn Nets,2.8,3.2,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Gibson,Cleveland Cavaliers,11.6,2.6,3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Chris Duhon,Orlando Magic,2.5,1,2.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Chris Douglas-Roberts,Milwaukee Bucks,7.3,2,1.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Chris Bosh,Miami Heat,18.7,8.3,1.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Chris Andersen,Denver Nuggets,5.6,4.9,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Jennings,Milwaukee Bucks,16.2,3.7,4.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Roy,Portland Trail Blazers,12.2,2.6,2.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Rush,Indiana Pacers,9.1,3.2,0.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Haywood,Dallas Mavericks,4.4,5.2,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brian Cardinal,Dallas Mavericks,2.6,1.1,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brian Cook,Los Angeles Clippers,4.8,2.4,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brian Scalabrine,Chicago Bulls,1.1,0.4,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brian Skinner,Milwaukee Bucks,0,0,0,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brook Lopez,Brooklyn Nets,20.4,6,1.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Byron Mullens,Oklahoma City Thunder,1.9,1.8,0,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Watson,Chicago Bulls,4.9,1.1,2.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Danilo Gallinari,Denver Nuggets,15.6,4.9,1.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
CJ Miles,Utah Jazz,12.8,3.3,1.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Arroyo,Boston Celtics,4.8,1.6,2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Boozer,Chicago Bulls,17.5,9.6,2.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Delfino,Milwaukee Bucks,11.5,4.1,2.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Carmelo Anthony,New York Knicks,25.6,7.3,2.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Caron Butler,Dallas Mavericks,15,4.1,1.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Cartier Martin,Washington Wizards,4,1.4,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Channing Frye,Phoenix Suns,12.7,6.7,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Bell,Golden State Warriors,1.7,0.9,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Villanueva,Detroit Pistons,11.1,3.9,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Chase Budinger,Houston Rockets,9.8,3.6,1.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Chauncey Billups,New York Knicks,16.8,2.6,5.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Carl Landry,New Orleans Pelicans,11.9,4.6,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Danny Granger,Indiana Pacers,20.5,5.4,2.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Danny Green,San Antonio Spurs,5.1,1.9,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dante Cunningham,Charlotte Hornets,6.2,3.6,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Donte Greene,Sacramento Kings,5.8,2.1,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dorell Wright,Golden State Warriors,16.4,5.3,3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Drew Gooden,Milwaukee Bucks,11.3,6.8,1.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Howard,Orlando Magic,22.9,14.1,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dwyane Wade,Miami Heat,25.5,6.4,4.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Earl Barron,Portland Trail Blazers,3.8,3.6,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Earl Boykins,Milwaukee Bucks,7.2,1,2.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Earl Clark,Orlando Magic,3.9,2.4,0.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Earl Watson,Utah Jazz,4.3,2.3,3.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ed Davis,Toronto Raptors,7.7,7.1,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Eddie House,Miami Heat,6.5,1.6,1.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dominique Jones,Dallas Mavericks,2.3,1.4,1.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Najera,Charlotte Hornets,2.2,1.4,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Elton Brand,Philadelphia 76ers,15,8.3,1.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Emeka Okafor,New Orleans Pelicans,10.3,9.5,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Eric Bledsoe,Los Angeles Clippers,6.7,2.8,3.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gordon,Los Angeles Clippers,22.3,2.9,4.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Eric Maynor,Oklahoma City Thunder,4.2,1.5,2.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Erick Dampier,Miami Heat,2.5,3.5,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ersan Ilyasova,Milwaukee Bucks,9.5,6.1,0.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Etan Thomas,Atlanta Hawks,2.5,1.8,0.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Evan Turner,Philadelphia 76ers,7.2,3.9,2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Fabricio Oberto,Portland Trail Blazers,1.4,1.4,0,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,Houston Rockets,13.5,4.1,6.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ekpe Udoh,Golden State Warriors,4.1,3.1,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Gani Lawal,Phoenix Suns,0,0,0,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dominic McGuire,Charlotte Hornets,3.3,3.8,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dexter Pittman,Miami Heat,1,1.5,0,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Darius Songaila,Philadelphia 76ers,1.6,1,0.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Darko Milicic,Minnesota Timberwolves,8.8,5.2,1.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Darnell Jackson,Sacramento Kings,3.2,1.6,0.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Arthur,Memphis Grizzlies,9.1,4.3,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Darren Collison,Indiana Pacers,13.2,2.8,5.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
David Andersen,New Orleans Pelicans,3.4,2.1,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
David Lee,Golden State Warriors,16.5,9.8,3.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
David West,New Orleans Pelicans,18.9,7.6,2.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DeAndre Jordan,Los Angeles Clippers,7.1,7.2,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DeJuan Blair,San Antonio Spurs,8.3,7,1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DeMar DeRozan,Toronto Raptors,17.2,3.8,1.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Dirk Nowitzki,Dallas Mavericks,23,7,2.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,Sacramento Kings,14.1,8.6,2.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DeSagana Diop,Charlotte Hornets,1.3,2.5,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DeShawn Stevenson,Dallas Mavericks,5.3,1.5,1.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Delonte West,Boston Celtics,5.6,1.5,2.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Derek Fisher,Los Angeles Lakers,6.8,1.9,2.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Deron Williams,Brooklyn Nets,20.1,4,10.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Brown,New York Knicks,3.8,2,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Caracter,Los Angeles Lakers,2,1,0.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Favors,Utah Jazz,6.8,5.3,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Rose,Chicago Bulls,25,4.1,7.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Devin Ebanks,Los Angeles Lakers,3.1,1.4,0.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Devin Harris,Utah Jazz,15.2,2.4,7.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
DeMarre Carroll,Houston Rockets,0.8,0.7,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Weaver,Utah Jazz,5.6,2,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Lance Stephenson,Indiana Pacers,3.1,1.5,1.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
LaMarcus Aldridge,Portland Trail Blazers,21.8,8.8,2.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Steve Nash,Phoenix Suns,14.7,3.5,11.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Steve Novak,San Antonio Spurs,3.5,0.9,0.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sundiata Gaines,Brooklyn Nets,4.6,1.6,1.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Ford,Indiana Pacers,5.4,2,3.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Taj Gibson,Chicago Bulls,7.1,5.7,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tayshaun Prince,Detroit Pistons,14.1,4.2,2.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Williams,Houston Rockets,5,2.4,1.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,Oklahoma City Thunder,5.1,4.4,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Thaddeus Young,Philadelphia 76ers,12.7,5.3,1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Theo Ratliff,Los Angeles Lakers,0.2,1.3,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Splitter,San Antonio Spurs,4.6,3.4,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tim Duncan,San Antonio Spurs,13.4,8.9,2.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Timofey Mozgov,Denver Nuggets,3.6,2.7,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Toney Douglas,New York Knicks,10.6,3,3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tony Allen,Memphis Grizzlies,8.9,2.7,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tony Battie,Philadelphia 76ers,2.6,2.6,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,San Antonio Spurs,17.5,3.1,6.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tracy McGrady,Detroit Pistons,8,3.5,3.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Travis Outlaw,Brooklyn Nets,9.2,4,1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Ariza,New Orleans Pelicans,11,5.4,2.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Booker,Washington Wizards,5.3,3.9,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andray Blatche,Washington Wizards,16.8,8.2,2.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andre Iguodala,Philadelphia 76ers,14.1,5.8,6.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Steve Blake,Los Angeles Lakers,4,2,2.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andre Miller,Portland Trail Blazers,12.7,3.7,7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Jackson,Charlotte Hornets,18.5,4.5,3.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Curry,Golden State Warriors,18.6,3.9,5.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Gomes,Los Angeles Clippers,7.2,3.3,1.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Hollins,Cleveland Cavaliers,5.3,2.7,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sam Young,Memphis Grizzlies,7.3,2.4,0.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Samardo Samuels,Cleveland Cavaliers,7.8,4.3,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Dalembert,Sacramento Kings,8.1,8.2,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sasha Pavlovic,Boston Celtics,2.5,1,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sasha Vujacic,Brooklyn Nets,9.8,2.8,2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sean Marks,Portland Trail Blazers,1.6,1.4,0.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Telfair,Minnesota Timberwolves,7.2,1.5,3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Semih Erden,Cleveland Cavaliers,4,2.9,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Serge Ibaka,Oklahoma City Thunder,9.9,7.6,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Shane Battier,Memphis Grizzlies,7.6,4.5,2.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Shannon Brown,Los Angeles Lakers,8.7,1.9,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Shaquille O'Neal,Boston Celtics,9.2,4.8,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Livingston,Charlotte Hornets,6.6,2,2.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Marion,Dallas Mavericks,12.5,6.9,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Shawne Williams,New York Knicks,7.1,3.7,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Shelden Williams,New York Knicks,4.5,4.6,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sherron Collins,Charlotte Hornets,0.9,0.3,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Alabi,Toronto Raptors,0.5,1.2,0.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Jones,Indiana Pacers,3.6,2.9,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Sonny Weems,Toronto Raptors,9.2,2.6,1.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Hawes,Philadelphia 76ers,7.2,5.7,1.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Graham,Brooklyn Nets,3.4,2.1,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Bargnani,Toronto Raptors,21.4,5.2,1.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Kirilenko,Utah Jazz,11.7,5.1,3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andres Nocioni,Philadelphia 76ers,6.1,3.1,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Udonis Haslem,Miami Heat,8,8.2,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Vince Carter,Phoenix Suns,14,3.8,2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Radmanovic,Golden State Warriors,5.1,2.9,1.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Von Wafer,Boston Celtics,3.2,0.8,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Ellington,Minnesota Timberwolves,6.6,1.7,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Johnson,Minnesota Timberwolves,9,3,1.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Matthews,Portland Trail Blazers,15.9,3.1,2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Will Bynum,Detroit Pistons,7.9,1.2,3.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Willie Green,New Orleans Pelicans,8.7,2.1,1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Willie Warren,Los Angeles Clippers,1.9,0.6,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Wilson Chandler,Denver Nuggets,15.3,5.7,1.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Henry,Memphis Grizzlies,4.3,1,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Yao Ming,Houston Rockets,10.2,5.4,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Yi Jianlian,Washington Wizards,5.6,3.9,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Zabian Dowdell,Phoenix Suns,5,0.8,2.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Zach Randolph,Memphis Grizzlies,20.1,12.2,2.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Zaza Pachulia,Atlanta Hawks,4.4,4.2,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Zydrunas Ilgauskas,Miami Heat,5,4,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Brad Miller,Houston Rockets,6.4,3.7,2.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Boris Diaw,Charlotte Hornets,11.3,5,4.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Simmons,San Antonio Spurs,0,0,1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Blake Griffin,Los Angeles Clippers,22.5,12.1,3.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Beno Udrih,Sacramento Kings,13.7,3.4,4.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tyson Chandler,Dallas Mavericks,10.1,9.4,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tyrus Thomas,Charlotte Hornets,10.2,5.5,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tyreke Evans,Sacramento Kings,17.8,4.8,5.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Hansbrough,Indiana Pacers,11,5.2,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bogut,Milwaukee Bucks,12.8,11.1,2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Bynum,Los Angeles Lakers,11.3,9.4,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andris Biedrins,Golden State Warriors,5,7.2,1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Andy Rautins,New York Knicks,1.6,0.2,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Antawn Jamison,Cleveland Cavaliers,18,6.7,1.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Carter,New York Knicks,3.3,1.5,2.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Morrow,Brooklyn Nets,13.2,3,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Parker,Cleveland Cavaliers,8.3,3,3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Randolph,Minnesota Timberwolves,7.6,4,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Tolliver,Minnesota Timberwolves,6.7,4.5,1.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Wright,Sacramento Kings,0.3,0.4,0,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Anderson,Orlando Magic,10.6,5.5,0.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Daniels,Philadelphia 76ers,1.5,1.3,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Armon Johnson,Portland Trail Blazers,2.9,0.9,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Arron Afflalo,Denver Nuggets,12.6,3.6,2.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Austin Daye,Detroit Pistons,7.5,3.8,1.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Avery Bradley,Boston Celtics,1.7,0.5,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Baron Davis,Cleveland Cavaliers,13.1,2.7,6.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ben Gordon,Detroit Pistons,11.2,2.4,2.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ben Uzoh,Brooklyn Nets,3.8,1.5,1.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wallace,Detroit Pistons,2.9,6.5,1.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Trey Johnson,Los Angeles Lakers,4.3,0.9,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Troy Murphy,Boston Celtics,3.1,3.2,0.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Ty Lawson,Denver Nuggets,11.7,2.6,4.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Antonio McDyess,San Antonio Spurs,5.3,5.4,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Russell Westbrook,Oklahoma City Thunder,21.9,4.6,8.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Gay,Memphis Grizzlies,19.8,6.2,2.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Rudy Fernandez,Portland Trail Blazers,8.6,2.2,2.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Thornton,Sacramento Kings,12.8,3.5,1.8,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mario Chalmers,Miami Heat,6.4,2.1,2.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mario West,Brooklyn Nets,3.7,1.8,1.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Marquis Daniels,Boston Celtics,5.5,2.3,1.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Marreese Speights,Philadelphia 76ers,5.4,3.3,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Martell Webster,Minnesota Timberwolves,9.8,3.2,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Williams,Atlanta Hawks,10.4,4.8,1.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Matt Barnes,Los Angeles Lakers,6.7,4.3,1.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Matt Bonner,San Antonio Spurs,7.3,3.6,0.9,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Matt Carroll,Charlotte Hornets,4.4,1.3,0.4,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Ager,Minnesota Timberwolves,3.8,0.5,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Evans,Washington Wizards,6.3,2.1,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mehmet Okur,Utah Jazz,4.9,2.3,1.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Ely,Denver Nuggets,2.3,2.5,0.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Metta World Peace,Los Angeles Lakers,8.5,3.3,2.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Michael Beasley,Minnesota Timberwolves,19.2,5.6,2.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Michael Redd,Milwaukee Bucks,4.4,0.8,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mickael Pietrus,Phoenix Suns,7.2,2.2,0.6,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mike Bibby,Miami Heat,8.6,2.4,3.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mike Conley,Memphis Grizzlies,13.7,3,6.5,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mike Dunleavy,Indiana Pacers,11.2,4.5,1.7,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mike Harris,Houston Rockets,2,1.3,0.3,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Mike Miller,Miami Heat,5.6,4.5,1.2,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Cousin,Utah Jazz,1,0.8,0,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Camby,Portland Trail Blazers,4.7,10.3,2.1,2010-11,,,,,,,,,,,,,,,,,,,,,,,,
